pd_core,pd_fused,y_true,emi_income_ratio,policy
0.02836197,0.06865708,0,0.1805857142857143,APPROVE
0.15469629,0.16972452,0,0.17562,HOLD
0.4885848,0.43683532,0,0.09166666666666666,HOLD
0.20991758,0.21390155,0,0.251,HOLD
0.41047877,0.37435052,0,0.1723076923076923,HOLD
0.100287035,0.12619713,0,0.0872093023255814,APPROVE
0.57699925,0.5075669,0,0.19196,HOLD
0.5681011,0.5004484,0,0.12037777777777778,HOLD
0.18881041,0.19701582,0,0.0851063829787234,HOLD
0.62550586,0.54637223,0,0.159,HOLD
0.4679002,0.42028764,0,0.18611111111111112,HOLD
0.5665571,0.4992132,0,0.04608,HOLD
0.16891739,0.1811014,0,0.162,HOLD
0.51199746,0.45556545,0,0.05,HOLD
0.58135957,0.5110552,0,0.32607142857142857,HOLD
0.42185387,0.3834506,0,0.1535135135135135,HOLD
0.44698212,0.4035532,0,0.13333333333333333,HOLD
0.13572413,0.1545468,0,0.1412280701754386,HOLD
0.27190864,0.2634944,0,0.25114285714285717,HOLD
0.7915427,0.6792017,0,0.2076,REJECT
0.39226004,0.35977554,0,0.1784,HOLD
0.5970202,0.5235837,0,0.1947,HOLD
0.37864885,0.34888658,0,0.37466666666666665,HOLD
0.42816505,0.38849953,0,0.30345714285714287,HOLD
0.078937896,0.10911781,0,0.2812857142857143,APPROVE
0.16535439,0.178251,0,0.15732727272727273,HOLD
0.33663073,0.3152721,0,0.1829705882352941,HOLD
0.41258657,0.37603676,0,0.316675,HOLD
0.101560615,0.12721598,0,0.15128,APPROVE
0.6462585,0.56297433,0,0.09028888888888889,HOLD
0.7078429,0.61224186,0,0.17004166666666667,HOLD
0.45595276,0.4107297,0,0.1148,HOLD
0.10563996,0.13047945,0,0.05377083333333333,APPROVE
0.44693187,0.40351298,1,0.07622222222222222,HOLD
0.41739187,0.379881,1,0.0509,HOLD
0.22241989,0.2239034,1,0.18424444444444443,HOLD
0.27333933,0.26463896,0,0.20415,HOLD
0.22848134,0.22875257,0,0.1807,HOLD
0.32170117,0.30332842,1,0.06274,HOLD
0.37570754,0.34653354,0,0.19577777777777777,HOLD
0.1554033,0.17029014,0,0.13846666666666665,HOLD
0.040683415,0.07851423,0,0.1836,APPROVE
0.4123856,0.37587598,0,0.18425,HOLD
0.49917042,0.44530383,0,0.27085,HOLD
0.8447937,0.7218025,1,0.16492,REJECT
0.28046352,0.27033833,1,0.24514285714285713,HOLD
0.17355481,0.18481134,0,0.16612,HOLD
0.041855447,0.07945186,0,0.4386888888888889,REJECT
0.1727148,0.18413933,1,0.21005,HOLD
0.68842083,0.5967042,1,0.34352173913043477,HOLD
0.15772386,0.17214657,0,0.12808333333333333,HOLD
0.36587507,0.33866754,0,0.04559649122807018,HOLD
0.423034,0.3843947,0,0.06517857142857143,HOLD
0.1060705,0.1308239,0,0.3188,APPROVE
0.2863139,0.2750186,0,0.173075,HOLD
0.32697505,0.30754754,0,0.30836363636363634,HOLD
0.48900768,0.43717363,0,0.13095238095238096,HOLD
0.31001163,0.2939768,0,0.27192,HOLD
0.5432696,0.48058316,0,0.12776,HOLD
0.35594,0.3307195,0,0.147275,HOLD
0.35416394,0.32929865,0,0.1266,HOLD
0.8299037,0.7098905,0,0.1498,REJECT
0.45840475,0.4126913,0,0.06666666666666667,HOLD
0.69870156,0.6049288,0,0.09206666666666667,HOLD
0.46963736,0.42167738,0,0.3842,HOLD
0.6412848,0.55899537,0,0.24046666666666666,HOLD
0.1618478,0.17544574,0,0.17304444444444445,HOLD
0.42189333,0.38348216,0,0.14362857142857144,HOLD
0.096758105,0.12337399,0,0.20148,APPROVE
0.1660051,0.17877157,0,0.37292857142857144,HOLD
0.60879976,0.5330073,0,0.2431,HOLD
0.7701728,0.66210574,0,0.11892307692307692,REJECT
0.73034555,0.63024396,0,0.188,HOLD
0.32978207,0.30979314,0,0.19517142857142858,HOLD
0.41077295,0.37458587,1,0.095275,HOLD
0.25926974,0.2533833,0,0.22055,HOLD
0.23265807,0.23209395,0,0.11886666666666666,HOLD
0.59218085,0.5197122,0,0.1712,HOLD
0.2845491,0.27360678,0,0.039716666666666664,HOLD
0.5904108,0.5182962,0,0.1,HOLD
0.057973206,0.092346065,0,0.1,APPROVE
0.41487417,0.37786683,0,0.1526,HOLD
0.44897905,0.40515074,0,0.17715,HOLD
0.90700215,0.77156925,1,0.09434,REJECT
0.143384,0.16067469,0,0.24355,HOLD
0.18830985,0.19661537,0,0.2162,HOLD
0.89628506,0.7629956,0,0.2375,REJECT
0.6113657,0.5350601,0,0.1264,HOLD
0.54331857,0.48062235,0,0.2558,HOLD
0.6575992,0.5720469,0,0.1216,HOLD
0.28865963,0.2768952,0,0.20607142857142857,HOLD
0.79525685,0.682173,0,0.3321142857142857,REJECT
0.42285544,0.38425183,0,0.21642857142857144,HOLD
0.38874206,0.35696113,0,0.131,HOLD
0.7482191,0.6445428,1,0.0948,HOLD
0.13030842,0.15021423,0,0.2273,HOLD
0.34565964,0.32249522,0,0.15428333333333333,HOLD
0.34217212,0.3197052,0,0.2872727272727273,HOLD
0.19061632,0.19846055,0,0.13804761904761906,HOLD
0.09028126,0.118192516,1,0.3394,APPROVE
0.31458783,0.29763776,0,0.04285714285714286,HOLD
0.34895334,0.32513016,0,0.12405405405405405,HOLD
0.12169029,0.14331973,0,0.39045,APPROVE
0.14123672,0.15895687,0,0.16162,HOLD
0.3413631,0.31905797,0,0.22928,HOLD
0.2743992,0.26548687,0,0.24472,HOLD
0.0836654,0.11289982,0,0.14853333333333332,APPROVE
0.1782437,0.18856245,0,0.1583,HOLD
0.17365235,0.18488938,0,0.09785106382978724,HOLD
0.3943461,0.36144435,0,0.1346111111111111,HOLD
0.377859,0.34825468,0,0.13882857142857144,HOLD
0.29232913,0.2798308,0,0.06666666666666667,HOLD
0.11941582,0.14150015,0,0.12,APPROVE
0.068190046,0.10051954,0,0.05085185185185185,APPROVE
0.65654427,0.57120293,0,0.11926,HOLD
0.26283324,0.25623408,0,0.06111111111111111,HOLD
0.09226183,0.11977697,0,0.0257,APPROVE
0.19907519,0.20522764,0,0.1656857142857143,HOLD
0.0792229,0.10934583,0,0.17,APPROVE
0.5314728,0.47114575,0,0.0792,HOLD
0.0994855,0.1255559,0,0.05297142857142857,APPROVE
0.3306493,0.3104869,0,0.27136,HOLD
0.4867209,0.43534422,0,0.2285,HOLD
0.097126685,0.12366886,0,0.15946,APPROVE
0.0621066,0.09565278,0,0.123,APPROVE
0.35549453,0.33036312,1,0.21444444444444444,HOLD
0.35986605,0.33386034,0,0.1274864864864865,HOLD
0.06493945,0.097919054,0,0.15384615384615385,APPROVE
0.5056537,0.45049044,0,0.15256666666666666,HOLD
0.3107982,0.29460606,0,0.04757009345794393,HOLD
0.64685374,0.5634505,0,0.4975,REJECT
0.28362742,0.27286944,0,0.26282978723404254,HOLD
0.29370123,0.2809285,0,0.021514285714285715,HOLD
0.67734605,0.5878444,0,0.21822727272727271,HOLD
0.2759512,0.26672846,0,0.5074166666666666,REJECT
0.34266776,0.3201017,1,0.11048,HOLD
0.61443496,0.5375155,0,0.1518,HOLD
0.36480215,0.3378092,0,0.1060909090909091,HOLD
0.08791648,0.11630068,0,0.3308,APPROVE
0.37955794,0.34961385,0,0.8117142857142857,REJECT
0.22155085,0.22320817,0,0.11825,HOLD
0.40022382,0.36614656,0,0.12701960784313726,HOLD
0.5835283,0.51279014,0,0.11,HOLD
0.14362343,0.16086623,0,0.2388222222222222,HOLD
0.720962,0.6227371,1,0.25795833333333335,HOLD
0.27067363,0.2625064,0,0.3338333333333333,HOLD
0.14090082,0.15868816,0,0.105,HOLD
0.44890833,0.40509415,0,0.07126,HOLD
0.062254667,0.09577123,0,0.29563333333333336,APPROVE
0.43744564,0.395924,0,0.2779333333333333,HOLD
0.61778647,0.5401967,0,0.16645714285714286,HOLD
0.13777183,0.15618496,0,0.08344444444444445,HOLD
0.18680531,0.19541174,0,0.05,HOLD
0.38188645,0.35147667,0,0.1,HOLD
0.15805726,0.1724133,0,0.15821212121212122,HOLD
0.17703196,0.18759306,0,0.47516,REJECT
0.2564249,0.25110742,0,0.1,HOLD
0.29622102,0.28294432,0,0.18235714285714286,HOLD
0.17843685,0.18871696,0,0.07744,HOLD
0.19984734,0.20584537,0,0.09166666666666666,HOLD
0.34473547,0.3217559,0,0.19843478260869565,HOLD
0.71808076,0.62043214,0,0.18760714285714286,HOLD
0.5629595,0.4963351,0,0.35745454545454547,HOLD
0.7697496,0.6617672,0,0.17194,REJECT
0.2038767,0.20906885,0,0.17154545454545456,HOLD
0.22004284,0.22200176,0,0.1431111111111111,HOLD
0.2922583,0.27977413,0,0.1665,HOLD
0.2798948,0.26988333,0,0.14565,HOLD
0.45112336,0.4068662,0,0.1613,HOLD
0.15941533,0.17349976,0,0.19576,HOLD
0.028947322,0.06912536,0,0.21594,APPROVE
0.52077085,0.46258417,0,0.12333333333333334,HOLD
0.2482841,0.24459477,0,0.14606741573033707,HOLD
0.27295923,0.2643349,0,0.27624,HOLD
0.3748709,0.3458642,0,0.1,HOLD
0.43085632,0.39065254,0,0.13705,HOLD
0.50559753,0.45044553,0,0.1214,HOLD
0.25133544,0.24703585,0,0.16666666666666666,HOLD
0.4434004,0.4006878,0,0.2032857142857143,HOLD
0.32727832,0.30779016,0,0.2704,HOLD
0.12828411,0.14859478,0,0.125,APPROVE
0.026643867,0.067282595,0,0.26684,APPROVE
0.73090523,0.6306917,0,0.09333333333333334,HOLD
0.6538773,0.5690694,0,0.22276666666666667,HOLD
0.69796646,0.6043407,1,0.15148571428571428,HOLD
0.8082677,0.6925817,0,0.3115142857142857,REJECT
0.5805012,0.5103685,0,0.3103,HOLD
0.7523056,0.647812,0,0.08508571428571429,HOLD
0.5801231,0.51006603,1,0.22885,HOLD
0.32744092,0.30792022,0,0.18992857142857142,HOLD
0.42268294,0.38411385,0,0.14,HOLD
0.64914596,0.5652843,0,0.079725,HOLD
0.3236164,0.3048606,0,0.2558214285714286,HOLD
0.66569895,0.5785267,1,0.27325,HOLD
0.4127866,0.37619677,0,0.3215862068965517,HOLD
0.28414148,0.27328068,0,0.191875,HOLD
0.52864945,0.46888706,0,0.2798157894736842,HOLD
0.26037982,0.25427136,0,0.2700666666666667,HOLD
0.30138668,0.28707686,1,0.15,HOLD
0.15867652,0.17290871,0,0.3128235294117647,HOLD
0.26390722,0.25709328,0,0.14016666666666666,HOLD
0.34400702,0.3211731,0,0.2734285714285714,HOLD
0.3973122,0.36381724,0,0.16817142857142858,HOLD
0.291914,0.2794987,0,0.12,HOLD
0.052057717,0.08761368,0,0.20822857142857143,APPROVE
0.6457037,0.56253046,0,0.0871,HOLD
0.62051004,0.54237556,0,0.1998,HOLD
0.7287368,0.628957,0,0.29224,HOLD
0.6654451,0.5783236,0,0.08232727272727272,HOLD
0.36301446,0.33637905,0,0.10696470588235295,HOLD
0.12019993,0.14212744,0,0.146925,APPROVE
0.16595118,0.17872843,0,0.079,HOLD
0.23135805,0.23105393,0,0.21296153846153845,HOLD
0.31351563,0.29678,0,0.09574,HOLD
0.11079157,0.13460076,0,0.3157,APPROVE
0.5379477,0.47632566,1,0.11577142857142857,HOLD
0.3080392,0.29239884,0,0.17116666666666666,HOLD
0.42558402,0.3864347,0,0.16592857142857143,HOLD
0.075529434,0.10639105,0,0.10714285714285714,APPROVE
0.7728479,0.66424584,0,0.21,REJECT
0.56774306,0.500162,0,0.09024242424242425,HOLD
0.31103247,0.2947935,0,0.12,HOLD
0.3030813,0.28843254,1,0.23015384615384615,HOLD
0.32921,0.3093355,1,0.30452,HOLD
0.5695264,0.50158864,0,0.111375,HOLD
0.10346792,0.12874183,0,0.232225,APPROVE
0.8561944,0.73092306,1,0.32426666666666665,REJECT
0.16849548,0.18076387,0,0.23297777777777778,HOLD
0.6423627,0.5598577,0,0.2824,HOLD
0.37387994,0.34507143,1,0.3486666666666667,HOLD
0.6968365,0.6034367,0,0.15233333333333332,HOLD
0.034675714,0.07370807,0,0.1362,APPROVE
0.3669248,0.33950734,0,0.1765,HOLD
0.7971157,0.6836601,0,0.20490625,REJECT
0.33850747,0.31677347,0,0.10455,HOLD
0.12566276,0.1464977,0,0.14583333333333334,APPROVE
0.2323067,0.23181285,0,0.352775,HOLD
0.30877596,0.29298827,0,0.256025,HOLD
0.24740876,0.2438945,0,0.2648,HOLD
0.23542915,0.23431082,0,0.2619,HOLD
0.070638254,0.10247811,0,0.18410909090909092,APPROVE
0.085745625,0.11456401,0,0.21032,APPROVE
0.10886837,0.13306218,0,0.20212,APPROVE
0.18197368,0.19154644,0,0.4983505154639175,REJECT
0.3620609,0.33561623,0,0.287,HOLD
0.1516948,0.16732334,0,0.1195,HOLD
0.014753248,0.0577701,0,0.33192727272727274,APPROVE
0.13055125,0.15040849,1,0.3202702702702703,HOLD
0.2659313,0.25871256,0,0.0971,HOLD
0.45203963,0.4075992,0,0.06591304347826087,HOLD
0.14568593,0.16251624,0,0.36193333333333333,HOLD
0.4980004,0.44436783,0,0.16562857142857143,HOLD
0.16563678,0.17847691,0,0.10092,HOLD
0.42070675,0.3825329,0,0.23265714285714287,HOLD
0.24135545,0.23905185,0,0.16473333333333334,HOLD
0.10594328,0.13072212,0,0.3004428571428571,APPROVE
0.21177702,0.2153891,0,0.16977272727272727,HOLD
0.1047439,0.12976262,0,0.1,APPROVE
0.4040502,0.36920765,0,0.134625,HOLD
0.2598787,0.25387046,0,0.3097,HOLD
0.15107694,0.16682905,0,0.03905,HOLD
0.44726157,0.40377676,0,0.13266666666666665,HOLD
0.1799764,0.18994862,0,0.07247692307692308,HOLD
0.25858915,0.25283882,1,0.24172727272727274,HOLD
0.374972,0.3459451,0,0.2921666666666667,HOLD
0.3864825,0.3551535,0,0.10886666666666667,HOLD
0.5292565,0.46937272,0,0.22613333333333333,HOLD
0.29856038,0.28481582,0,0.06066666666666667,HOLD
0.14306164,0.16041681,0,0.08863333333333333,HOLD
0.19833782,0.20463775,0,0.07038181818181818,HOLD
0.46387264,0.41706562,0,0.24197142857142856,HOLD
0.5073514,0.45184863,0,0.12544444444444444,HOLD
0.28986058,0.27785596,0,0.1363,HOLD
0.1601368,0.17407693,0,0.06752380952380953,HOLD
0.52614427,0.4668829,0,0.11872,HOLD
0.15701877,0.1715825,0,0.23862857142857144,HOLD
0.65163785,0.5672778,0,0.21124,HOLD
0.23663685,0.23527697,0,0.15888333333333332,HOLD
0.6287927,0.5490017,1,0.1097,HOLD
0.44810393,0.40445065,0,0.13091111111111112,HOLD
0.22923072,0.22935207,0,0.25185,HOLD
0.056571655,0.09122483,0,0.0966,APPROVE
0.27160686,0.263253,0,0.17062857142857143,HOLD
0.116209075,0.13893476,0,0.04592,APPROVE
0.56057495,0.49442744,0,0.1375,HOLD
0.34715092,0.32368824,0,0.1396,HOLD
0.17327009,0.18458356,0,0.24378571428571427,HOLD
0.13000587,0.14997219,0,0.21242,APPROVE
0.4116511,0.37528837,1,0.142,HOLD
0.6095468,0.533605,0,0.2965217391304348,HOLD
0.60224754,0.5277656,0,0.20211428571428572,HOLD
0.7852907,0.6742001,0,0.22972,REJECT
0.3249053,0.30589175,0,0.17855,HOLD
0.01736156,0.05985675,0,0.4566857142857143,REJECT
0.12418648,0.14531668,0,0.09839,APPROVE
0.24210939,0.239655,0,0.13155,HOLD
0.5743828,0.5054738,0,0.1494,HOLD
0.42660126,0.38724852,0,0.1566,HOLD
0.4114697,0.37514326,0,0.13192105263157894,HOLD
0.025562203,0.06641726,0,0.088565,APPROVE
0.21010561,0.21405198,0,0.12742222222222221,HOLD
0.13623776,0.1549577,0,0.06764,HOLD
0.26357853,0.25683033,0,0.11764705882352941,HOLD
0.672153,0.5836899,0,0.15088,HOLD
0.49709126,0.4436405,0,0.19436111111111112,HOLD
0.18141623,0.19110048,0,0.3307,HOLD
0.20903817,0.21319802,0,0.26381481481481484,HOLD
0.5305884,0.4704382,0,0.16692592592592592,HOLD
0.28418013,0.27331161,0,0.13502994011976047,HOLD
0.28053513,0.2703956,1,0.1422,HOLD
0.2965638,0.28321853,0,0.06758461538461538,HOLD
0.029155243,0.069291696,1,0.09406666666666667,APPROVE
0.26572242,0.25854543,1,0.0908888888888889,HOLD
0.051876295,0.08746854,0,0.1132,APPROVE
0.50460935,0.44965497,1,0.10540625,HOLD
0.28940165,0.27748883,0,0.22566666666666665,HOLD
0.13684545,0.15544386,0,0.13625,HOLD
0.5270887,0.46763846,0,0.25702857142857144,HOLD
0.45269877,0.4081265,0,0.13165,HOLD
0.60305494,0.5284115,0,0.05,HOLD
0.40382165,0.3690248,0,0.09,HOLD
0.25065067,0.24648803,0,0.07866,HOLD
0.80289763,0.68828565,0,0.05714285714285714,REJECT
0.62753856,0.54799837,0,0.0952,HOLD
0.50922024,0.4533437,0,0.14157142857142857,HOLD
0.34742844,0.32391024,0,0.27534285714285717,HOLD
0.6656666,0.5785008,0,0.354,HOLD
0.1865387,0.19519845,0,0.1639,HOLD
0.37185445,0.34345105,0,0.07034736842105263,HOLD
0.35440674,0.3294929,0,0.33566666666666667,HOLD
0.7762181,0.666942,0,0.09966666666666667,REJECT
0.18212593,0.19166823,0,0.15027027027027026,HOLD
0.32234377,0.3038425,0,0.1659,HOLD
0.051516157,0.08718043,0,0.4633333333333333,REJECT
0.60395426,0.52913094,0,0.09718,HOLD
0.4638794,0.417071,0,0.15337142857142858,HOLD
0.32163042,0.30327183,0,0.26846511627906977,HOLD
0.5916736,0.5193064,0,0.18051111111111112,HOLD
0.21954861,0.22160639,0,0.05714285714285714,HOLD
0.28410584,0.27325216,1,0.15814814814814815,HOLD
0.07060542,0.10245184,1,0.1186,APPROVE
0.038151283,0.076488525,0,0.22177777777777777,APPROVE
0.29667723,0.28330928,0,0.12605,HOLD
0.18627197,0.19498506,0,0.24586666666666668,HOLD
0.40865332,0.37289014,0,0.13503333333333334,HOLD
0.64878714,0.56499726,0,0.18609375,HOLD
0.8795755,0.74962795,1,0.3683,REJECT
0.16299582,0.17636414,0,0.1404,HOLD
0.6253002,0.5462077,0,0.10902234636871508,HOLD
0.21707271,0.21962567,0,0.15069230769230768,HOLD
0.58767176,0.51610494,0,0.044444444444444446,HOLD
0.24355729,0.24081333,0,0.11868,HOLD
0.06847254,0.10074554,0,0.0722,APPROVE
0.37514788,0.3460858,0,0.15794285714285713,HOLD
0.5107104,0.45453584,0,0.15,HOLD
0.242905,0.24029149,0,0.150325,HOLD
0.4061799,0.37091142,0,0.0625,HOLD
0.4787143,0.42893893,0,0.10572,HOLD
0.039526783,0.07758892,0,0.1414,APPROVE
0.50274575,0.4481641,0,0.2896774193548387,HOLD
0.6645462,0.5776045,0,0.08882,HOLD
0.79523677,0.6821569,0,0.3104,REJECT
0.45563865,0.4104784,0,0.3026190476190476,HOLD
0.7253114,0.62621665,0,0.20606666666666668,HOLD
0.39913434,0.36527497,0,0.07262222222222223,HOLD
0.28224018,0.27175966,0,0.23795,HOLD
0.2630228,0.25638574,0,0.3545333333333333,HOLD
0.8130211,0.69638443,0,0.17340625,REJECT
0.57299614,0.50436443,0,0.2836666666666667,HOLD
0.20348553,0.20875593,0,0.3306829268292683,HOLD
0.17931949,0.18942308,0,0.21296,HOLD
0.25618014,0.25091162,0,0.06,HOLD
0.29373586,0.28095618,0,0.05654347826086956,HOLD
0.38852912,0.35679078,0,0.12273333333333333,HOLD
0.4345289,0.3935906,0,0.03547368421052632,HOLD
0.52347463,0.4647472,0,0.30628,HOLD
0.75577754,0.6505896,0,0.20236,REJECT
0.5886077,0.51685375,1,0.2391,HOLD
0.3140238,0.29718652,0,0.11458571428571429,HOLD
0.2200208,0.22198413,0,0.311259842519685,HOLD
0.086404055,0.11509075,0,0.413725,REJECT
0.124604486,0.14565109,0,0.09762068965517241,APPROVE
0.15530598,0.17021228,0,0.235,HOLD
0.31783786,0.30023777,0,0.2278,HOLD
0.38751173,0.35597688,1,0.10709375,HOLD
0.69043624,0.59831655,0,0.0918125,HOLD
0.40557984,0.37043136,0,0.13522857142857142,HOLD
0.57369405,0.5049228,0,0.27504,HOLD
0.25722507,0.25174755,0,0.06025,HOLD
0.55081433,0.48661897,0,0.0763,HOLD
0.1506333,0.16647413,0,0.33960714285714283,HOLD
0.6366485,0.5552863,0,0.4829,REJECT
0.33035105,0.31024835,0,0.05,HOLD
0.27162695,0.26326907,0,0.1367,HOLD
0.68681693,0.5954211,0,0.23033870967741935,HOLD
0.25715384,0.25169057,0,0.4147142857142857,REJECT
0.24633513,0.2430356,0,0.11335714285714285,HOLD
0.26502737,0.2579894,0,0.04266,HOLD
0.05679231,0.091401346,0,0.042133333333333335,APPROVE
0.766929,0.65951073,0,0.145,REJECT
0.28942734,0.27750936,0,0.19382857142857143,HOLD
0.7266214,0.6272646,0,0.272448275862069,HOLD
0.04036188,0.078257,0,0.09278333333333333,APPROVE
0.38740745,0.35589346,0,0.24927777777777776,HOLD
0.23390797,0.23309387,0,0.0892,HOLD
0.16202292,0.17558582,0,0.17146666666666666,HOLD
0.5130869,0.45643702,0,0.10571428571428572,HOLD
0.43845868,0.39673445,0,0.07028571428571428,HOLD
0.14626469,0.16297925,0,0.15,HOLD
0.11622141,0.13894463,0,0.19472,APPROVE
0.1434813,0.16075253,0,0.09694285714285714,HOLD
0.2066053,0.21125174,0,0.4830833333333333,REJECT
0.14550903,0.16237472,0,0.15,HOLD
0.27694017,0.26751962,0,0.217,HOLD
0.9119133,0.77549815,0,0.29793333333333333,REJECT
0.46207812,0.41562998,0,0.1969,HOLD
0.3307091,0.31053478,1,0.1297,HOLD
0.34600285,0.32276976,0,0.29356,HOLD
0.21268658,0.21611676,0,0.14716666666666667,HOLD
0.5433783,0.48067012,0,0.1613,HOLD
0.46253633,0.41599655,0,0.22407272727272728,HOLD
0.6743631,0.585458,0,0.10911111111111112,HOLD
0.23108207,0.23083314,0,0.3061785714285714,HOLD
0.11033974,0.13423929,0,0.397375,APPROVE
0.31499594,0.29796425,0,0.117925,HOLD
0.39930123,0.36540848,0,0.28537142857142855,HOLD
0.23408753,0.23323752,0,0.48833333333333334,REJECT
0.6755454,0.58640385,1,0.26951851851851855,HOLD
0.043339852,0.080639385,0,0.14,APPROVE
0.09668205,0.12331314,0,0.2146,APPROVE
0.3288305,0.3090319,0,0.23880555555555555,HOLD
0.25856337,0.2528182,0,0.2004770273663068,HOLD
0.44951364,0.4055784,0,0.249,HOLD
0.57701117,0.50757647,0,0.1756764705882353,HOLD
0.60463315,0.52967405,0,0.2754,HOLD
0.17993584,0.18991616,0,0.15,HOLD
0.052290242,0.08779969,0,0.08571428571428572,APPROVE
0.52318543,0.46451584,0,0.12384,HOLD
0.3737171,0.34494117,0,0.279925,HOLD
0.17877345,0.18898626,0,0.2959428571428571,HOLD
0.3460116,0.3227768,0,0.119075,HOLD
0.5270703,0.4676237,0,0.11828571428571429,HOLD
0.4561082,0.41085407,0,0.06,HOLD
0.43658432,0.39523494,0,0.21456666666666666,HOLD
0.8340672,0.7132213,0,0.1314,REJECT
0.56636876,0.4990625,0,0.1179,HOLD
0.20478168,0.20979284,0,0.10637142857142858,HOLD
0.2142115,0.21733668,0,0.045625,HOLD
0.3063194,0.29102302,0,0.26594444444444443,HOLD
0.09859236,0.1248414,0,0.16465,APPROVE
0.49408898,0.44123867,1,0.13544,HOLD
0.2869438,0.27552253,0,0.07425454545454545,HOLD
0.6610395,0.5747991,1,0.021266666666666666,HOLD
0.109748736,0.13376649,0,0.18622222222222223,APPROVE
0.08858372,0.116834484,0,0.34335,APPROVE
0.2512617,0.24697687,0,0.1,HOLD
0.37889555,0.34908393,0,0.214,HOLD
0.14855805,0.16481394,0,0.21025862068965517,HOLD
0.34462073,0.3216641,0,0.1518,HOLD
0.26327103,0.25658432,0,0.274,HOLD
0.6129781,0.53635,0,0.22373333333333334,HOLD
0.18378496,0.19299546,0,0.05893103448275862,HOLD
0.20521687,0.21014099,0,0.20617142857142856,HOLD
0.7994533,0.6855302,0,0.09933,REJECT
0.70429367,0.6094025,0,0.15214285714285714,HOLD
0.3246938,0.30572253,0,0.1875,HOLD
0.27954152,0.26960072,0,0.45892,REJECT
0.17118374,0.18291448,0,0.10875555555555555,HOLD
0.10138751,0.1270775,0,0.3305,APPROVE
0.26724422,0.25976288,0,0.12056,HOLD
0.48348367,0.43275443,0,0.1408,HOLD
0.1267654,0.14737982,0,0.05378,APPROVE
0.20773207,0.21215315,0,0.24942857142857142,HOLD
0.43660742,0.39525342,1,0.36625714285714284,HOLD
0.61798894,0.5403587,0,0.1929722222222222,HOLD
0.7822598,0.6717754,0,0.16675609756097562,REJECT
0.78782326,0.67622614,1,0.1321,REJECT
0.20939793,0.21348584,0,0.15346666666666667,HOLD
0.14950617,0.16557243,0,0.22280555555555556,HOLD
0.25053126,0.2463925,0,0.13253333333333334,HOLD
0.13098484,0.15075538,0,0.1184,HOLD
